iteration,model_name,accuracy,precision,recall,f1_score,auc_roc,best_iteration,training_loss,validation_loss
6,XGB_Default,0.5789473684210527,0.5695546558704454,0.5789473684210527,0.5726817042606516,0.6213768115942029,2,0.737273240919973,
6,XGB_Regularized,0.5921052631578947,0.5853323785654613,0.5921052631578947,0.5878116343490305,0.631159420289855,6,0.7031637493704186,
6,XGB_Deep,0.6447368421052632,0.6427578483994286,0.6447368421052632,0.6436361543552703,0.6054347826086955,2,0.7171907632565889,
7,XGB_Default,0.5526315789473685,0.5632463511720477,0.5526315789473685,0.5564443779904306,0.5742753623188406,0,0.7944531809599673,
7,XGB_Regularized,0.5657894736842105,0.5790390610673024,0.5657894736842105,0.5700125645679185,0.6014492753623188,0,0.7409409382304207,
7,XGB_Deep,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5746376811594203,3,0.721538880320846,
8,XGB_Default,0.5394736842105263,0.5586862165809535,0.5394736842105263,0.5445681807679867,0.5365942028985508,2,0.7095350972453102,
8,XGB_Regularized,0.5526315789473685,0.581140350877193,0.5526315789473685,0.5573079039061067,0.6039855072463769,5,0.6863718697282134,
8,XGB_Deep,0.6052631578947368,0.6152882205513784,0.6052631578947368,0.6086273923444976,0.5746376811594203,4,0.6910736993199489,
9,XGB_Default,0.5789473684210527,0.5741697994987469,0.5789473684210527,0.5761671236050507,0.5105072463768117,5,0.6641638933635149,
9,XGB_Regularized,0.5526315789473685,0.5422672064777327,0.5526315789473685,0.5459743107769424,0.5456521739130435,36,0.6554054564139882,
9,XGB_Deep,0.5921052631578947,0.5731373889268626,0.5921052631578947,0.574288078962695,0.5818840579710145,14,0.6923762625846707,
10,XGB_Default,0.5657894736842105,0.5911478279899333,0.5657894736842105,0.5705660169281245,0.5583333333333333,1,0.717789244944932,
10,XGB_Regularized,0.5263157894736842,0.5834116541353384,0.5263157894736842,0.5233614180982602,0.5981884057971014,7,0.6848241149402056,
10,XGB_Deep,0.5657894736842105,0.6137521222410867,0.5657894736842105,0.5669172932330827,0.6246376811594203,1,0.7095675978992806,
11,XGB_Default,0.5657894736842105,0.5735506843217981,0.5657894736842105,0.5688096646109656,0.596376811594203,0,0.7820425812826782,
11,XGB_Regularized,0.5657894736842105,0.5790390610673024,0.5657894736842105,0.5700125645679185,0.5688405797101449,0,0.7336835524097818,
11,XGB_Deep,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5086956521739131,2,0.7507771654207198,
12,XGB_Default,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5526315789473685,0.5188405797101449,0,0.8215224364253341,
12,XGB_Regularized,0.4868421052631579,0.4954378546789807,0.4868421052631579,0.4904114218129593,0.46304347826086956,0,0.7586460255208562,
12,XGB_Deep,0.6447368421052632,0.6392767633369137,0.6447368421052632,0.6409972299168976,0.6260869565217392,10,0.6684715791803891,
13,XGB_Default,0.5789473684210527,0.5892672858617131,0.5789473684210527,0.5825358851674641,0.5855072463768116,0,0.7300937273463265,
13,XGB_Regularized,0.5526315789473685,0.574792243767313,0.5526315789473685,0.5576441102756892,0.6032608695652174,0,0.7136674117846568,
13,XGB_Deep,0.6052631578947368,0.6152882205513784,0.6052631578947368,0.6086273923444976,0.5449275362318841,1,0.7519540649945619,
14,XGB_Default,0.5263157894736842,0.49483082706766923,0.5263157894736842,0.5021671826625387,0.49855072463768113,11,0.6688685793368543,
14,XGB_Regularized,0.5394736842105263,0.5135338345864661,0.5394736842105263,0.5193575085062686,0.5144927536231884,23,0.6792911227609291,
14,XGB_Deep,0.5394736842105263,0.5529983495323675,0.5394736842105263,0.5439527199962771,0.5231884057971015,1,0.6838871902618252,
15,XGB_Default,0.5657894736842105,0.5632891840753755,0.5657894736842105,0.5644441886564415,0.5880434782608696,2,0.8379202038049698,
15,XGB_Regularized,0.5921052631578947,0.5853323785654613,0.5921052631578947,0.5878116343490305,0.6025362318840579,3,0.7404575001020901,
15,XGB_Deep,0.5131578947368421,0.5044158014082826,0.5131578947368421,0.5080332409972299,0.5195652173913043,2,0.7128634103497521,
16,XGB_Default,0.4868421052631579,0.4897755140539521,0.4868421052631579,0.48822876864291875,0.4177536231884058,0,0.7356876266784356,
16,XGB_Regularized,0.5394736842105263,0.5367996293006913,0.5394736842105263,0.538046866756832,0.48079710144927534,0,0.7017324215076008,
16,XGB_Deep,0.5131578947368421,0.5159592529711375,0.5131578947368421,0.5144734471740511,0.4659420289855072,1,0.7043444602215876,
17,XGB_Default,0.631578947368421,0.6413091552410438,0.631578947368421,0.634718899521531,0.6583333333333334,3,0.7338043986285319,
17,XGB_Regularized,0.618421052631579,0.6206942086398793,0.618421052631579,0.6194521612985807,0.6431159420289856,5,0.6921150493817251,
17,XGB_Deep,0.6052631578947368,0.5968421052631578,0.6052631578947368,0.5993890977443609,0.597463768115942,3,0.6977125372065872,
18,XGB_Default,0.5263157894736842,0.5427631578947368,0.5263157894736842,0.5313230221430957,0.510144927536232,18,0.6615203311208819,
18,XGB_Regularized,0.5131578947368421,0.5324980851296641,0.5131578947368421,0.5185435053833003,0.5326086956521738,23,0.6635678745195513,
18,XGB_Deep,0.5526315789473685,0.525375939849624,0.5526315789473685,0.5298245614035088,0.5739130434782609,42,0.6025778161453419,
19,XGB_Default,0.5657894736842105,0.5632891840753755,0.5657894736842105,0.5644441886564415,0.5876811594202899,2,0.7152310839441957,
19,XGB_Regularized,0.5921052631578947,0.5853323785654613,0.5921052631578947,0.5878116343490305,0.5594202898550725,8,0.6814944563341923,
19,XGB_Deep,0.4868421052631579,0.5172015404364569,0.4868421052631579,0.4917497185844109,0.4985507246376812,0,0.7172901161381455,
