iteration,model_name,accuracy,precision,recall,f1_score,auc_roc
15,Gaussian NB,0.4868421052631579,0.5796891806683728,0.4868421052631579,0.5022503581165381,0.5128205128205129
15,Multinomial NB,0.7105263157894737,0.6992481203007519,0.7105263157894737,0.6450388265746333,0.6354166666666667
15,Bernoulli NB,0.7105263157894737,0.7214912280701755,0.7105263157894737,0.6304875090953189,0.5592948717948718
16,Gaussian NB,0.6052631578947368,0.6618421052631579,0.6052631578947368,0.6189931350114416,0.6302083333333333
16,Multinomial NB,0.7236842105263158,0.7213686389887762,0.7236842105263158,0.6673308170452792,0.6458333333333334
16,Bernoulli NB,0.6973684210526315,0.6663397624496024,0.6973684210526315,0.6356480377162581,0.5136217948717949
17,Gaussian NB,0.5263157894736842,0.5463659147869674,0.5263157894736842,0.5350607287449393,0.6061698717948718
17,Multinomial NB,0.5263157894736842,0.5463659147869674,0.5263157894736842,0.5350607287449393,0.4895833333333333
17,Bernoulli NB,0.5263157894736842,0.4728070175438596,0.5263157894736842,0.4958646616541353,0.37259615384615385
18,Gaussian NB,0.47368421052631576,0.5819221967963387,0.47368421052631576,0.4857876398312855,0.5108173076923077
18,Multinomial NB,0.6710526315789473,0.6203194553548049,0.6710526315789473,0.617023843030035,0.5504807692307693
18,Bernoulli NB,0.6447368421052632,0.575019638648861,0.6447368421052632,0.5863857504724377,0.547275641025641
19,Gaussian NB,0.42105263157894735,0.5421052631578948,0.42105263157894735,0.4262683736367947,0.47596153846153844
19,Multinomial NB,0.618421052631579,0.5492822966507177,0.618421052631579,0.5687552213868003,0.5248397435897436
19,Bernoulli NB,0.6842105263157895,0.6368421052631579,0.6842105263157895,0.612769628990509,0.5424679487179487
