iteration,model_name,accuracy,precision,recall,f1_score,auc_roc,best_iteration,training_time,prediction_time
15,LightGBM_Fast,0.5657894736842105,0.5392428439519852,0.5657894736842105,0.5505036326681864,0.47195512820512825,13,0.07345890998840332,0.0016679763793945312
15,LightGBM_Accurate,0.5789473684210527,0.5350877192982456,0.5789473684210527,0.5518796992481204,0.4591346153846154,91,0.31109094619750977,0.0017971992492675781
16,LightGBM_Default,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.4511217948717949,18,0.10597395896911621,0.0016350746154785156
16,LightGBM_Fast,0.5526315789473685,0.5184513006654567,0.5526315789473685,0.5328776486671224,0.42628205128205127,13,0.06847476959228516,0.001705169677734375
16,LightGBM_Accurate,0.6578947368421053,0.6285087719298246,0.6578947368421053,0.6359022556390977,0.4751602564102564,36,0.16431117057800293,0.0016961097717285156
17,LightGBM_Default,0.6052631578947368,0.596314017366649,0.6052631578947368,0.6004058546694875,0.5280448717948718,11,0.08880305290222168,0.0017962455749511719
17,LightGBM_Fast,0.5789473684210527,0.5350877192982456,0.5789473684210527,0.5518796992481204,0.44150641025641024,9,0.06393790245056152,0.0017039775848388672
17,LightGBM_Accurate,0.5526315789473685,0.5422647527910686,0.5526315789473685,0.5471266352920857,0.49198717948717946,18,0.12160205841064453,0.0017459392547607422
18,LightGBM_Default,0.7105263157894737,0.6866776315789473,0.7105263157894737,0.677253478523896,0.5857371794871794,22,0.11713194847106934,0.0016579627990722656
18,LightGBM_Fast,0.6842105263157895,0.6710526315789473,0.6842105263157895,0.6757044125465178,0.640224358974359,2,0.04839015007019043,0.0015709400177001953
18,LightGBM_Accurate,0.7105263157894737,0.6880911957312636,0.7105263157894737,0.6851338873499538,0.546474358974359,57,0.218735933303833,0.0016198158264160156
19,LightGBM_Default,0.5789473684210527,0.5882591093117409,0.5789473684210527,0.5832404540763674,0.5256410256410257,15,0.09890222549438477,0.0016777515411376953
19,LightGBM_Fast,0.7236842105263158,0.7153793574846207,0.7236842105263158,0.7183472700442696,0.6887019230769231,3,0.051663875579833984,0.0014109611511230469
19,LightGBM_Accurate,0.5526315789473685,0.5310150375939849,0.5526315789473685,0.5405812511075669,0.5264423076923077,29,0.14897799491882324,0.0014390945434570312
