iteration,model_name,mse,mae,r2_score,rmse,accuracy,precision,recall,f1_score,auc_roc
0,Linear_Regression,0.2729469463641744,0.45433442727084694,-0.14242142188367501,0.5224432470270569,0.631578947368421,0.6188197767145136,0.631578947368421,0.6179757085020242,0.6072463768115942
0,Ridge,0.2724211280163053,0.4541089848182521,-0.14022060537839098,0.5219397743191309,0.631578947368421,0.6188197767145136,0.631578947368421,0.6179757085020242,0.6079710144927536
0,Lasso,0.2362166733948788,0.47579073026001034,0.011313401790710054,0.4860212684593945,0.6052631578947368,0.36634349030470914,0.6052631578947368,0.4564279551337359,0.582608695652174
0,ElasticNet,0.23016655591327054,0.45990817115357063,0.036636212351412456,0.4797567674491633,0.6447368421052632,0.6322873484808732,0.6447368421052632,0.6175971844504878,0.6159420289855072
0,Huber,0.27256204003516116,0.4543306736711457,-0.1408103936544136,0.5220747456400866,0.631578947368421,0.6188197767145136,0.631578947368421,0.6179757085020242,0.6130434782608696
0,Bayesian_Ridge,0.27294309259605243,0.45433278061359444,-0.14240529190927464,0.5224395587970463,0.631578947368421,0.6188197767145136,0.631578947368421,0.6179757085020242,0.6072463768115942
1,Linear_Regression,0.2991615612721702,0.4681650181520213,-0.25214288254206907,0.5469566356414101,0.5789473684210527,0.555921052631579,0.5789473684210527,0.5574819401444788,0.5612318840579711
1,Ridge,0.298580138536005,0.4678822725058957,-0.24970933346664137,0.546424869983061,0.5789473684210527,0.555921052631579,0.5789473684210527,0.5574819401444788,0.5619565217391305
1,Lasso,0.23918713657039062,0.47844754018685043,-0.0011194933554901088,0.4890676196298326,0.6052631578947368,0.36634349030470914,0.6052631578947368,0.4564279551337359,0.5311594202898551
1,ElasticNet,0.25323210011900904,0.4749857443065343,-0.059904790063330715,0.503221720635158,0.6052631578947368,0.5733652312599681,0.6052631578947368,0.5418233082706766,0.5159420289855072
1,Huber,0.2991722173505253,0.4681465318844363,-0.25218748363524224,0.5469663768007366,0.5789473684210527,0.555921052631579,0.5789473684210527,0.5574819401444788,0.561231884057971
1,Bayesian_Ridge,0.29915707144631376,0.4681628421380898,-0.2521240903434121,0.5469525312550567,0.5789473684210527,0.555921052631579,0.5789473684210527,0.5574819401444788,0.5612318840579711
2,Linear_Regression,0.2983578341076289,0.4848458458984845,-0.24877887667077148,0.5462214149112326,0.5789473684210527,0.5695546558704454,0.5789473684210527,0.5726817042606516,0.5014492753623189
2,Ridge,0.29800966006922947,0.4848617970070935,-0.24732159171005064,0.5459026104253665,0.5789473684210527,0.5695546558704454,0.5789473684210527,0.5726817042606516,0.5014492753623189
2,Lasso,0.23774549619891805,0.4766735235557876,0.00491450286597761,0.4875915259711945,0.6052631578947368,0.36634349030470914,0.6052631578947368,0.4564279551337359,0.5717391304347825
2,ElasticNet,0.2388967197328562,0.4637717173112182,9.604842247989964e-05,0.4887706207750791,0.6052631578947368,0.5780984719864177,0.6052631578947368,0.5627325890483785,0.591304347826087
2,Huber,0.2982796689146418,0.4847649732600239,-0.24845171568910973,0.5461498593926779,0.5789473684210527,0.5695546558704454,0.5789473684210527,0.5726817042606516,0.5014492753623189
2,Bayesian_Ridge,0.29835515225164777,0.4848459666151216,-0.24876765174312876,0.5462189599891675,0.5789473684210527,0.5695546558704454,0.5789473684210527,0.5726817042606516,0.5014492753623189
3,Linear_Regression,0.27979410950420425,0.4684913270426674,-0.17108027282339422,0.5289556782039534,0.5921052631578947,0.5853323785654613,0.5921052631578947,0.5878116343490305,0.5442028985507246
3,Ridge,0.27953948458764993,0.46842973685799766,-0.170014538390048,0.5287149369817822,0.5921052631578947,0.5853323785654613,0.5921052631578947,0.5878116343490305,0.5427536231884057
3,Lasso,0.23775991670808114,0.47664533831117906,0.004854145720379122,0.4876063132364891,0.6052631578947368,0.36634349030470914,0.6052631578947368,0.4564279551337359,0.5681159420289854
3,ElasticNet,0.2709148404735158,0.49409469365072267,-0.13391602795291835,0.5204948035028936,0.5526315789473685,0.5021828765462043,0.5526315789473685,0.5044302675881623,0.4144927536231884
3,Huber,0.2800158651491326,0.4686086686884308,-0.1720084326821667,0.5291652531573975,0.5921052631578947,0.5853323785654613,0.5921052631578947,0.5878116343490305,0.5434782608695652
