iteration,model_name,mse,mae,r2_score,rmse,accuracy,precision,recall,f1_score,auc_roc
5,Linear_Regression,0.3044140511116839,0.46873684601767485,-0.40889067245279365,0.5517373026284192,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.40384615384615385
5,Ridge,0.3040066560952634,0.46851853502852275,-0.40700516474859105,0.5513679860993594,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.40384615384615385
5,Lasso,0.21706624037589498,0.4320549671053171,-0.004627086867924346,0.4659036814362975,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.43830128205128205
5,ElasticNet,0.22993359831484492,0.4347990823469794,-0.06417985886742339,0.4795139187915664,0.5921052631578947,0.44622425629290613,0.5921052631578947,0.508916920400174,0.5568910256410257
5,Huber,0.3044186228134881,0.4687395111602962,-0.4089118312265283,0.5517414456187681,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.40384615384615385
5,Bayesian_Ridge,0.30440936294551996,0.468734339049909,-0.4088689746581118,0.5517330540628502,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.40384615384615385
6,Linear_Regression,0.26766318435829434,0.4534134928385102,-0.23880012247877214,0.5173617538611589,0.5394736842105263,0.47955133735979305,0.5394736842105263,0.5046755759378022,0.4743589743589744
6,Ridge,0.26733467781998105,0.4532086870238925,-0.23727972683350163,0.5170441739542,0.5394736842105263,0.47955133735979305,0.5394736842105263,0.5046755759378022,0.4735576923076923
6,Lasso,0.216563454600894,0.4317716222188809,-0.002300091165675644,0.465363787375956,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.49439102564102566
6,ElasticNet,0.22264472201389324,0.4343034277014565,-0.0304454441925055,0.4718524366938177,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.5352564102564102
6,Huber,0.26771408120311135,0.45346917089025746,-0.23903568351696358,0.5174109403589292,0.5394736842105263,0.47955133735979305,0.5394736842105263,0.5046755759378022,0.4735576923076923
6,Bayesian_Ridge,0.26765824337904076,0.4534104199450778,-0.23877725461325228,0.5173569786704735,0.5394736842105263,0.47955133735979305,0.5394736842105263,0.5046755759378022,0.4743589743589744
7,Linear_Regression,0.2333383185796634,0.40984840249161225,-0.07993760265715988,0.4830510517322816,0.6578947368421053,0.6285087719298246,0.6578947368421053,0.6359022556390977,0.6245993589743589
7,Ridge,0.23316196679890236,0.40983434669691293,-0.07912141044107357,0.4828684777440979,0.6578947368421053,0.6285087719298246,0.6578947368421053,0.6359022556390977,0.6254006410256411
7,Lasso,0.21654082763745905,0.43105820736298217,-0.002195368937470743,0.46533947569216505,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.3982371794871795
7,ElasticNet,0.23252536801041976,0.42958330994129995,-0.07617510066360933,0.48220884273353987,0.6447368421052632,0.5257227575982208,0.6447368421052632,0.5557965561506795,0.5104166666666667
7,Huber,0.23320837241689155,0.4097774163775558,-0.07933618516022878,0.48291652738013796,0.6578947368421053,0.6285087719298246,0.6578947368421053,0.6359022556390977,0.6254006410256411
7,Bayesian_Ridge,0.23333582739241976,0.4098482020399905,-0.0799260729315836,0.4830484731291672,0.6578947368421053,0.6285087719298246,0.6578947368421053,0.6359022556390977,0.6245993589743589
8,Linear_Regression,0.2766486039285808,0.46259435277539435,-0.2803864874130473,0.5259739574623261,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.43189102564102566
8,Ridge,0.27642062846302207,0.4625170196141109,-0.27933137019424326,0.5257571953506885,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.4310897435897436
8,Lasso,0.2159830319282215,0.4310493668340453,0.00038622402451327087,0.46473974644764515,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5392628205128206
8,ElasticNet,0.2184449279308521,0.42594005049661826,-0.011007935679969494,0.46738092379862073,0.6842105263157895,0.6368421052631579,0.6842105263157895,0.612769628990509,0.5921474358974359
8,Huber,0.276441693435617,0.46235160615159804,-0.2794288632084325,0.5257772279545939,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.4342948717948718
8,Bayesian_Ridge,0.2766459720940676,0.46259346376074223,-0.28037430674305663,0.5259714555886732,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.43189102564102566
9,Linear_Regression,0.30555033571259493,0.4816424654941592,-0.41414963066983024,0.5527660768467932,0.5526315789473685,0.5310150375939849,0.5526315789473685,0.5405812511075669,0.4322916666666667
9,Ridge,0.3051769388985777,0.4815850775165338,-0.41242147362034043,0.5524282205848808,0.5526315789473685,0.5310150375939849,0.5526315789473685,0.5405812511075669,0.43149038461538464
9,Lasso,0.21564372191672376,0.43091096647067983,0.001956620359778616,0.46437454916987403,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5328525641025641
9,ElasticNet,0.2226239206650891,0.42446928320638777,-0.03034917128329684,0.4718303939606785,0.6578947368421053,0.5445906432748538,0.6578947368421053,0.5633034198399224,0.5400641025641026
9,Huber,0.30555253069385757,0.48164455938064205,-0.4141597894933664,0.552768062295442,0.5657894736842105,0.5505126452494874,0.5657894736842105,0.5574028529267093,0.4322916666666667
9,Bayesian_Ridge,0.30554519503936683,0.48164168590909406,-0.41412583857963337,0.5527614268736258,0.5526315789473685,0.5310150375939849,0.5526315789473685,0.5405812511075669,0.4322916666666667
10,Linear_Regression,0.2664409428253491,0.44475654868079467,-0.2331433379480896,0.5161791770551667,0.6447368421052632,0.6251154201292706,0.6447368421052632,0.6322302449103344,0.5560897435897435
10,Ridge,0.26600465289330905,0.4447902308166587,-0.23112409864723782,0.5157563890959656,0.6447368421052632,0.6251154201292706,0.6447368421052632,0.6322302449103344,0.5560897435897435
10,Lasso,0.21903039360331336,0.4323503699781468,-0.013717590907642352,0.46800683072292154,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.43990384615384615
10,ElasticNet,0.22093348536790014,0.4210802967686608,-0.02252548997194781,0.4700356213819333,0.6842105263157895,0.6330409356725145,0.6842105263157895,0.5968954644676207,0.532051282051282
10,Huber,0.2661348051020481,0.4447822256954743,-0.23172646976717126,0.5158825497165495,0.6447368421052632,0.6251154201292706,0.6447368421052632,0.6322302449103344,0.5576923076923078
10,Bayesian_Ridge,0.26643741533155335,0.4447568201390594,-0.2331270119832145,0.516175760116216,0.6447368421052632,0.6251154201292706,0.6447368421052632,0.6322302449103344,0.5560897435897435
11,Linear_Regression,0.2518009135749882,0.4384341756658226,-0.16538627949449625,0.5017976819147216,0.5789473684210527,0.5477918935269207,0.5789473684210527,0.5603554340396446,0.5376602564102564
11,Ridge,0.25168393130783956,0.438403205001946,-0.16484486156577005,0.5016811051931691,0.5789473684210527,0.5477918935269207,0.5789473684210527,0.5603554340396446,0.5368589743589745
11,Lasso,0.2164470654168121,0.4302723641778866,-0.00176141814704045,0.46523871874212286,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.49999999999999994
11,ElasticNet,0.23033186485075896,0.4245911156613176,-0.06602311809133288,0.47992902063821785,0.6710526315789473,0.5739005046863734,0.6710526315789473,0.5707602339181287,0.4983974358974359
11,Huber,0.2518217154542345,0.438413721696032,-0.16548255485870023,0.5018184088435124,0.5789473684210527,0.5477918935269207,0.5789473684210527,0.5603554340396446,0.5384615384615384
11,Bayesian_Ridge,0.2517997044998707,0.43843386078384816,-0.16538068364683722,0.5017964771696496,0.5789473684210527,0.5477918935269207,0.5789473684210527,0.5603554340396446,0.5376602564102564
12,Linear_Regression,0.25299949635832397,0.43260067713623734,-0.17093356647890956,0.5029905529513691,0.631578947368421,0.5756578947368421,0.631578947368421,0.5892316999395039,0.5264423076923077
12,Ridge,0.2528099691493935,0.4324861883184606,-0.17005639567860342,0.5028021172880973,0.631578947368421,0.5756578947368421,0.631578947368421,0.5892316999395039,0.5264423076923077
12,Lasso,0.21611877834477586,0.4308215528523285,-0.00024203823671897773,0.4648857691355758,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.500801282051282
12,ElasticNet,0.2300792089565312,0.43135025621740813,-0.06485377478599696,0.479665726268337,0.631578947368421,0.45614035087719296,0.631578947368421,0.5297113752122241,0.5649038461538461
12,Huber,0.25299947681782875,0.43260072899696284,-0.17093347604148934,0.5029905335270524,0.631578947368421,0.5756578947368421,0.631578947368421,0.5892316999395039,0.5264423076923077
12,Bayesian_Ridge,0.2529967335718679,0.43259901233613673,-0.17092077973646558,0.5029878065836864,0.631578947368421,0.5756578947368421,0.631578947368421,0.5892316999395039,0.5264423076923077
13,Linear_Regression,0.26864450329405765,0.4507346638222879,-0.24334186780967682,0.5183092737874344,0.5789473684210527,0.5016447368421053,0.5789473684210527,0.5305505142165758,0.4935897435897436
13,Ridge,0.2683663252184692,0.4505742251754408,-0.24205440261368416,0.5180408528470213,0.5789473684210527,0.5016447368421053,0.5789473684210527,0.5305505142165758,0.4935897435897436
13,Lasso,0.21608297161623674,0.43082665287601896,-7.631735206992118e-05,0.4648472562210481,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4907852564102564
13,ElasticNet,0.22301114315880224,0.4267673052932105,-0.03214131641445639,0.47224055645274926,0.631578947368421,0.45614035087719296,0.631578947368421,0.5297113752122241,0.5536858974358974
13,Huber,0.26904324151273895,0.45112782083068453,-0.24518731007818917,0.5186937839542122,0.5789473684210527,0.5016447368421053,0.5789473684210527,0.5305505142165758,0.4903846153846154
13,Bayesian_Ridge,0.26864047455631945,0.45073234593629247,-0.24332322198501677,0.5183053873502759,0.5789473684210527,0.5016447368421053,0.5789473684210527,0.5305505142165758,0.4935897435897436
14,Linear_Regression,0.24664747587700872,0.4388824435101694,-0.1415351127128226,0.49663616046056164,0.5657894736842105,0.5392428439519852,0.5657894736842105,0.5505036326681864,0.5416666666666667
14,Ridge,0.24640571581786666,0.4386795478966828,-0.14041619756730617,0.4963927032278644,0.5657894736842105,0.5392428439519852,0.5657894736842105,0.5505036326681864,0.5432692307692307
14,Lasso,0.21610110486915393,0.43087449148619766,-0.00016024176621254327,0.46486676034015806,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5040064102564102
14,ElasticNet,0.23757689493122697,0.4489453419883014,-0.09955460346375578,0.4874186033905835,0.6578947368421053,0.574436090225564,0.6578947368421053,0.5805004314063849,0.43349358974358976
14,Huber,0.24663171354162436,0.43886057161012104,-0.14146216139136403,0.49662029110943945,0.5657894736842105,0.5392428439519852,0.5657894736842105,0.5505036326681864,0.5424679487179488
14,Bayesian_Ridge,0.24664438684642578,0.4388798595067023,-0.14152081604563738,0.4966330504974732,0.5657894736842105,0.5392428439519852,0.5657894736842105,0.5505036326681864,0.5416666666666667
15,Linear_Regression,0.25489629267363373,0.42529512563918337,-0.17971232891258704,0.5048725509211545,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.5200320512820513
15,Ridge,0.25456325612997194,0.42522010080921224,-0.17817096747333183,0.5045426207269035,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.5200320512820513
15,Lasso,0.2179007036529618,0.43287375691035024,-0.008489154086143813,0.46679835438116296,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.36378205128205127
15,ElasticNet,0.23651932918453564,0.44516590726407196,-0.09465997225150469,0.48633252943283123,0.6842105263157895,0.6330409356725145,0.6842105263157895,0.5968954644676207,0.42788461538461536
15,Huber,0.25494825393894155,0.4253195411627782,-0.17995281630715265,0.5049240080833368,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.5208333333333333
15,Bayesian_Ridge,0.25489195458292474,0.42529414863414994,-0.1796922513389212,0.5048682546793022,0.6052631578947368,0.5662280701754385,0.6052631578947368,0.5798872180451128,0.5200320512820513
16,Linear_Regression,0.21417616378558182,0.39611737704008676,0.008748780428268765,0.46279170669490377,0.6447368421052632,0.6086281276962899,0.6447368421052632,0.6178925871520189,0.6482371794871794
16,Ridge,0.21410488176370793,0.3962048192365722,0.009078688247454392,0.4627146872141708,0.6447368421052632,0.6086281276962899,0.6447368421052632,0.6178925871520189,0.6474358974358975
16,Lasso,0.21673002287824583,0.43140540067725136,-0.003071003321111876,0.4655427186394884,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.45993589743589747
16,ElasticNet,0.2347798772368917,0.44233000375538684,-0.08660943182715242,0.48454089325555555,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.46875
16,Huber,0.21418888696077276,0.3962159085014843,0.008689894963603062,0.4628054526048421,0.6447368421052632,0.6086281276962899,0.6447368421052632,0.6178925871520189,0.6482371794871794
16,Bayesian_Ridge,0.21417516215923552,0.3961186044451488,0.008753416160461325,0.4627906245368801,0.6447368421052632,0.6086281276962899,0.6447368421052632,0.6178925871520189,0.6482371794871794
17,Linear_Regression,0.32877188431174553,0.48419381271708484,-0.5216237209812835,0.5733863307681354,0.5526315789473685,0.5039473684210527,0.5526315789473685,0.5238721804511278,0.39823717948717946
17,Ridge,0.3282526175765403,0.4839659771044172,-0.5192204480145,0.572933344793738,0.5526315789473685,0.5039473684210527,0.5526315789473685,0.5238721804511278,0.39743589743589747
17,Lasso,0.21598481049690788,0.43054100711360066,0.0003779924437984361,0.46474165995411676,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4975961538461538
17,ElasticNet,0.22368362146347276,0.4220758547550914,-0.03525368395273887,0.47295202871271497,0.6578947368421053,0.5445906432748538,0.6578947368421053,0.5633034198399224,0.5280448717948718
17,Huber,0.3288540798250837,0.48425236059956234,-0.5220041386776306,0.573458001797066,0.5526315789473685,0.5039473684210527,0.5526315789473685,0.5238721804511278,0.3990384615384615
17,Bayesian_Ridge,0.32876682891246833,0.48419159833080516,-0.5216003235564235,0.5733819223802477,0.5526315789473685,0.5039473684210527,0.5526315789473685,0.5238721804511278,0.39823717948717946
18,Linear_Regression,0.25256606379481455,0.44590752856104454,-0.16892755166574402,0.5025595126896063,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.47636217948717946
18,Ridge,0.2523207636299425,0.445739654214543,-0.16779225218473348,0.5023154025410156,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.4771634615384615
18,Lasso,0.21647246041716248,0.43028935659788464,-0.001878951417892738,0.46526601038240745,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4747596153846154
18,ElasticNet,0.22431520867685517,0.41663881318127716,-0.038176799132624284,0.4736192655254378,0.6710526315789473,0.5739005046863734,0.6710526315789473,0.5707602339181287,0.5168269230769231
18,Huber,0.2526115269501068,0.4458228195356673,-0.16913796447421192,0.502604742267825,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.4771634615384615
18,Bayesian_Ridge,0.2525627390380551,0.4459052575920949,-0.16891216400945996,0.5025562048547955,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.47636217948717946
19,Linear_Regression,0.2981193419775833,0.4775278665810164,-0.3797574673577888,0.5460030604104553,0.5921052631578947,0.5440897325280414,0.5921052631578947,0.5612840815449107,0.44310897435897434
19,Ridge,0.2978139558329513,0.4774256767301603,-0.3783440776371203,0.5457233326814525,0.5921052631578947,0.5440897325280414,0.5921052631578947,0.5612840815449107,0.44310897435897434
19,Lasso,0.21801348240275897,0.4322609319969279,-0.009011117274307257,0.46691913904096816,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4262820512820513
19,ElasticNet,0.23303082158007823,0.43874043614450764,-0.07851444346677194,0.4827326605690548,0.6578947368421053,0.574436090225564,0.6578947368421053,0.5805004314063849,0.49439102564102566
19,Huber,0.2981225021251882,0.4775141056508911,-0.37977209316913974,0.5460059542946287,0.5921052631578947,0.5440897325280414,0.5921052631578947,0.5612840815449107,0.4439102564102564
19,Bayesian_Ridge,0.2981140196364085,0.47752608756828263,-0.37973283447106976,0.5459981864772158,0.5921052631578947,0.5440897325280414,0.5921052631578947,0.5612840815449107,0.44310897435897434
