iteration,model_name,accuracy,precision,recall,f1_score,auc_roc,oob_score,max_depth_used
0,RandomForest,0.6052631578947368,0.5834845735027224,0.6052631578947368,0.5786943319838057,0.6021739130434783,0.6744186046511628,9.5
0,ExtraTrees,0.5921052631578947,0.5612597066436584,0.5921052631578947,0.5527135595999344,0.5876811594202899,0.7375415282392026,10.0
0,RF_Deeper,0.5921052631578947,0.5568729516097937,0.5921052631578947,0.5432832133673205,0.6097826086956522,0.6843853820598007,10.2
1,RandomForest,0.5789473684210527,0.540140674266311,0.5789473684210527,0.5335814283182705,0.601449275362319,0.6677740863787376,9.8
1,ExtraTrees,0.6447368421052632,0.6422892896577107,0.6447368421052632,0.5928251743399369,0.577536231884058,0.7375415282392026,10.0
1,RF_Deeper,0.5921052631578947,0.5244625648628614,0.5921052631578947,0.4900070689544374,0.6061594202898553,0.6877076411960132,12.0
2,RandomForest,0.4868421052631579,0.43141627748333944,0.4868421052631579,0.4476403775395937,0.5239130434782608,0.6677740863787376,9.9
2,ExtraTrees,0.618421052631579,0.600646352723915,0.618421052631579,0.5959663374803167,0.5652173913043479,0.7109634551495017,10.0
2,RF_Deeper,0.5657894736842105,0.5250215703192407,0.5657894736842105,0.5238563698967044,0.5423913043478261,0.6777408637873754,11.2
3,RandomForest,0.5921052631578947,0.5653303248150285,0.5921052631578947,0.56094491548019,0.5442028985507246,0.6511627906976745,9.8
3,ExtraTrees,0.5526315789473685,0.5187537810042347,0.5526315789473685,0.5225202429149798,0.49492753623188407,0.6943521594684385,10.0
3,RF_Deeper,0.5789473684210527,0.5459429824561404,0.5789473684210527,0.5426795043391909,0.523550724637681,0.6578073089700996,12.2
4,RandomForest,0.5526315789473685,0.5369433198380567,0.5526315789473685,0.5414727294426541,0.5637681159420289,0.6478405315614618,9.7
4,ExtraTrees,0.5789473684210527,0.5459429824561404,0.5789473684210527,0.5426795043391909,0.5666666666666667,0.7308970099667774,10.0
4,RF_Deeper,0.6052631578947368,0.5756578947368421,0.6052631578947368,0.5529733424470266,0.5688405797101449,0.6777408637873754,11.1
5,RandomForest,0.5526315789473685,0.4760765550239235,0.5526315789473685,0.4807330827067669,0.6021739130434782,0.6611295681063123,9.7
5,ExtraTrees,0.6052631578947368,0.5807017543859649,0.6052631578947368,0.5712620353179915,0.5884057971014494,0.7574750830564784,10.0
5,RF_Deeper,0.5526315789473685,0.4760765550239235,0.5526315789473685,0.4807330827067669,0.5699275362318841,0.6578073089700996,11.9
6,RandomForest,0.5657894736842105,0.492930086410055,0.5657894736842105,0.48923363548421767,0.5557971014492754,0.707641196013289,9.9
6,ExtraTrees,0.6052631578947368,0.5733652312599681,0.6052631578947368,0.5418233082706766,0.5942028985507246,0.7275747508305648,10.0
6,RF_Deeper,0.5921052631578947,0.5244625648628614,0.5921052631578947,0.4900070689544374,0.5778985507246376,0.6976744186046512,11.9
7,RandomForest,0.5921052631578947,0.5568729516097937,0.5921052631578947,0.5432832133673205,0.6539855072463768,0.6710963455149501,9.8
7,ExtraTrees,0.5394736842105263,0.48878343399482316,0.5394736842105263,0.49499918019347433,0.6014492753623188,0.7375415282392026,10.0
7,RF_Deeper,0.618421052631579,0.5970923813029076,0.618421052631579,0.5626640761428952,0.675,0.6777408637873754,11.2
8,RandomForest,0.5394736842105263,0.5313879937940088,0.5394736842105263,0.5346260387811634,0.5369565217391304,0.6710963455149501,9.6
