iteration,model_name,accuracy,precision,recall,f1_score,auc_roc,n_components_used
8,QDA,0.4868421052631579,0.5288624787775892,0.4868421052631579,0.48817498291182504,0.4818840579710145,1.0
8,QDA_Regularized,0.42105263157894735,0.5186602870813397,0.42105263157894735,0.34351503759398494,0.5427536231884058,1.0
9,LDA,0.5921052631578947,0.5731373889268626,0.5921052631578947,0.574288078962695,0.5463768115942029,
9,LDA_No_Shrinkage,0.5657894736842105,0.558360186179735,0.5657894736842105,0.561218836565097,0.5369565217391303,
9,QDA,0.4342105263157895,0.4860061919504644,0.4342105263157895,0.42388051505916585,0.4304347826086956,1.0
9,QDA_Regularized,0.4342105263157895,0.7674837779379956,0.4342105263157895,0.3040576475863723,0.4409420289855073,1.0
10,LDA,0.5526315789473685,0.5313662945241893,0.5526315789473685,0.5361133603238867,0.5514492753623189,
10,LDA_No_Shrinkage,0.47368421052631576,0.4795903110047847,0.47368421052631576,0.4763252216562913,0.45507246376811594,
10,QDA,0.40789473684210525,0.4572989076464747,0.40789473684210525,0.39124920735573876,0.45,1.0
10,QDA_Regularized,0.42105263157894735,0.7652916073968705,0.42105263157894735,0.2781713900134952,0.47282608695652173,1.0
11,LDA,0.5657894736842105,0.558360186179735,0.5657894736842105,0.561218836565097,0.6260869565217391,
11,LDA_No_Shrinkage,0.5263157894736842,0.5207550125313283,0.5263157894736842,0.5231880140556822,0.4985507246376812,
11,QDA,0.4473684210526316,0.511164274322169,0.4473684210526316,0.4287925696594427,0.4894927536231884,1.0
11,QDA_Regularized,0.39473684210526316,0.15581717451523547,0.39473684210526316,0.2234359483614697,0.5217391304347825,1.0
12,LDA,0.5263157894736842,0.5317733253588517,0.5263157894736842,0.5286926994906621,0.5376811594202899,
12,LDA_No_Shrinkage,0.5131578947368421,0.5324980851296641,0.5131578947368421,0.5185435053833003,0.5108695652173912,
12,QDA,0.47368421052631576,0.555545112781955,0.47368421052631576,0.4495753124884092,0.5547101449275362,1.0
12,QDA_Regularized,0.40789473684210525,0.5603220379716414,0.40789473684210525,0.27168823584620355,0.5047101449275363,1.0
13,LDA,0.5131578947368421,0.4913216182375545,0.5131578947368421,0.4982195339692857,0.46521739130434786,
13,LDA_No_Shrinkage,0.5394736842105263,0.5710434623143223,0.5394736842105263,0.5438779525757533,0.55,
13,QDA,0.5131578947368421,0.5923535253227408,0.5131578947368421,0.49947157049249624,0.5898550724637681,1.0
13,QDA_Regularized,0.39473684210526316,0.45614035087719296,0.39473684210526316,0.26513931888544895,0.5971014492753624,1.0
14,LDA,0.5789473684210527,0.5650303643724697,0.5789473684210527,0.5684449218283805,0.5065217391304349,
14,LDA_No_Shrinkage,0.4868421052631579,0.5063099536783747,0.4868421052631579,0.4925188299986136,0.4833333333333334,
14,QDA,0.42105263157894735,0.4917763157894737,0.42105263157894735,0.377475947934352,0.47572463768115947,1.0
14,QDA_Regularized,0.40789473684210525,0.7631578947368421,0.40789473684210525,0.2513197888337866,0.4869565217391304,1.0
15,LDA,0.5394736842105263,0.5257997936016511,0.5394736842105263,0.530409904799487,0.5268115942028986,
15,LDA_No_Shrinkage,0.5394736842105263,0.5529983495323675,0.5394736842105263,0.5439527199962771,0.532608695652174,
15,QDA,0.40789473684210525,0.45405572755417967,0.40789473684210525,0.39708425994563873,0.43804347826086953,1.0
15,QDA_Regularized,0.40789473684210525,0.5603220379716414,0.40789473684210525,0.27168823584620355,0.4014492753623189,1.0
16,LDA,0.618421052631579,0.6311204841371721,0.618421052631579,0.6221322537112011,0.6054347826086957,
16,LDA_No_Shrinkage,0.5263157894736842,0.5608137992038921,0.5263157894736842,0.5302631578947368,0.5391304347826087,
16,QDA,0.5,0.5397727272727273,0.5,0.5024255024255023,0.5289855072463767,1.0
16,QDA_Regularized,0.40789473684210525,0.5603220379716414,0.40789473684210525,0.27168823584620355,0.5028985507246377,1.0
17,LDA,0.5789473684210527,0.5605174552542974,0.5789473684210527,0.5634008097165992,0.5739130434782609,
17,LDA_No_Shrinkage,0.5394736842105263,0.56466790677317,0.5394736842105263,0.5445397149237683,0.5442028985507246,
17,QDA,0.40789473684210525,0.45405572755417967,0.40789473684210525,0.39708425994563873,0.47681159420289865,1.0
17,QDA_Regularized,0.42105263157894735,0.6129385964912281,0.42105263157894735,0.29708978328173374,0.4746376811594203,1.0
18,LDA,0.5789473684210527,0.5741697994987469,0.5789473684210527,0.5761671236050507,0.5804347826086957,
18,LDA_No_Shrinkage,0.5,0.5336134453781514,0.5,0.5041666666666668,0.5115942028985507,
18,QDA,0.5394736842105263,0.5937946480287293,0.5394736842105263,0.5381180223285486,0.5891304347826087,1.0
18,QDA_Regularized,0.40789473684210525,0.5603220379716414,0.40789473684210525,0.27168823584620355,0.5644927536231883,1.0
19,LDA,0.5657894736842105,0.5632891840753755,0.5657894736842105,0.5644441886564415,0.5499999999999999,
19,LDA_No_Shrinkage,0.4868421052631579,0.5009169264624976,0.4868421052631579,0.49183303085299457,0.47753623188405797,
19,QDA,0.5789473684210527,0.6430921052631579,0.5789473684210527,0.5763212605317868,0.5173913043478261,1.0
19,QDA_Regularized,0.4868421052631579,0.7088679409967704,0.4868421052631579,0.41210476989098804,0.5594202898550724,1.0
